date,home,vs,quarter,time_left,shot_made,shot_value,shot_distance,x,y,shot_description,game_score
2013-10-30,True,LAL,1,09:47,True,2,6,188,76,Made 2-pointer from 6 ft,GSW now leads 7-4
2013-10-30,True,LAL,1,05:34,False,2,14,175,171,Missed 2-pointer from 14 ft,GSW leads 16-10
2013-10-30,True,LAL,1,02:11,False,3,27,96,278,Missed 3-pointer from 27 ft,GSW leads 23-14
2013-10-30,True,LAL,2,06:37,True,3,26,154,294,Made 3-pointer from 26 ft,GSW now leads 44-25
2013-10-30,True,LAL,2,03:08,False,2,20,110,203,Missed 2-pointer from 20 ft,GSW leads 50-30
2013-10-30,True,LAL,3,11:10,False,3,27,285,315,Missed 3-pointer from 27 ft,GSW leads 61-43
2013-10-30,True,LAL,3,07:32,False,2,10,312,125,Missed 2-pointer from 10 ft,GSW leads 73-52
2013-10-30,True,LAL,3,07:04,True,3,26,173,297,Made 3-pointer from 26 ft,GSW now leads 76-52
2013-10-30,True,LAL,3,06:02,True,2,20,340,225,Made 2-pointer from 20 ft,GSW now leads 78-54
2013-10-30,True,LAL,3,04:28,False,3,25,255,302,Missed 3-pointer from 25 ft,GSW leads 83-56
2013-10-31,False,LAC,1,09:26,True,3,24,387,244,Made 3-pointer from 24 ft,GSW now leads 9-6
2013-10-31,False,LAC,1,04:52,False,2,10,252,151,Missed 2-pointer from 10 ft,GSW tied 19-19
2013-10-31,False,LAC,1,03:50,False,3,25,128,272,Missed 3-pointer from 25 ft,GSW trails 19-23
2013-10-31,False,LAC,2,10:54,True,3,24,90,240,Made 3-pointer from 24 ft,GSW now trails 29-36
2013-10-31,False,LAC,2,10:16,False,2,3,272,51,Missed 2-pointer from 3 ft,GSW trails 29-38
2013-10-31,False,LAC,2,09:14,True,2,20,348,222,Made 2-pointer from 20 ft,GSW now trails 31-38
2013-10-31,False,LAC,2,07:44,True,2,19,279,236,Made 2-pointer from 19 ft,GSW now trails 35-42
2013-10-31,False,LAC,2,06:33,True,3,26,343,291,Made 3-pointer from 26 ft,GSW now trails 38-45
2013-10-31,False,LAC,2,05:28,False,3,26,351,285,Missed 3-pointer from 26 ft,GSW trails 40-49
2013-10-31,False,LAC,2,03:22,False,2,19,87,163,Missed 2-pointer from 19 ft,GSW trails 45-56
2013-10-31,False,LAC,2,01:30,True,2,16,106,146,Made 2-pointer from 16 ft,GSW now trails 49-65
2013-10-31,False,LAC,3,10:58,True,3,25,391,248,Made 3-pointer from 25 ft,GSW now trails 60-68
2013-10-31,False,LAC,3,08:26,True,3,28,438,247,Made 3-pointer from 28 ft,GSW now trails 65-74
2013-10-31,False,LAC,3,07:49,False,3,25,128,275,Missed 3-pointer from 25 ft,GSW trails 65-74
2013-10-31,False,LAC,4,11:22,True,3,23,8,51,Made 3-pointer from 23 ft,GSW now trails 83-93
2013-10-31,False,LAC,4,10:04,True,3,25,71,228,Made 3-pointer from 25 ft,GSW now trails 89-98
2013-10-31,False,LAC,4,07:54,True,3,25,395,242,Made 3-pointer from 25 ft,GSW now trails 96-108
2013-10-31,False,LAC,4,06:55,True,2,3,216,61,Made 2-pointer from 3 ft,GSW now trails 98-110
2013-10-31,False,LAC,4,06:05,True,3,25,433,206,Made 3-pointer from 25 ft,GSW now trails 101-110
2013-10-31,False,LAC,4,05:37,False,3,26,129,281,Missed 3-pointer from 26 ft,GSW trails 102-112
2013-10-31,False,LAC,4,03:20,False,3,25,432,215,Missed 3-pointer from 25 ft,GSW trails 107-117
2013-10-31,False,LAC,4,02:56,False,2,5,240,98,Missed 2-pointer from 5 ft,GSW trails 107-120
2013-10-31,False,LAC,4,01:16,True,2,15,167,184,Made 2-pointer from 15 ft,GSW now trails 115-124
2013-11-02,True,SAC,1,07:55,False,3,26,50,223,Missed 3-pointer from 26 ft,GSW leads 6-4
2013-11-02,True,SAC,1,07:32,False,3,24,5,65,Missed 3-pointer from 24 ft,GSW leads 6-4
2013-11-02,True,SAC,1,06:18,True,3,24,3,62,Made 3-pointer from 24 ft,GSW now leads 11-7
2013-11-02,True,SAC,1,05:42,True,2,2,229,62,Made 2-pointer from 2 ft,GSW now leads 13-7
2013-11-02,True,SAC,1,03:59,True,3,25,427,215,Made 3-pointer from 25 ft,GSW now leads 18-12
2013-11-02,True,SAC,1,02:22,False,2,19,307,233,Missed 2-pointer from 19 ft,GSW leads 22-12
2013-11-02,True,SAC,2,03:11,True,3,26,72,253,Made 3-pointer from 26 ft,GSW now leads 44-26
2013-11-02,True,SAC,2,01:32,True,3,28,66,274,Made 3-pointer from 28 ft,GSW now leads 52-31
2013-11-02,True,SAC,3,06:12,True,3,26,433,231,Made 3-pointer from 26 ft,GSW now leads 71-44
2013-11-02,True,SAC,3,04:13,False,3,28,191,324,Missed 3-pointer from 28 ft,GSW leads 73-46
2013-11-02,True,SAC,3,03:13,False,2,2,219,61,Missed 2-pointer from 2 ft,GSW leads 73-48
2013-11-02,True,SAC,3,00:03,True,2,18,134,201,Made 2-pointer from 18 ft,GSW now leads 79-59
2013-11-02,True,SAC,4,04:26,True,2,9,328,84,Made 2-pointer from 9 ft,GSW now leads 92-74
2013-11-04,False,PHI,1,09:51,True,2,19,47,40,Made 2-pointer from 19 ft,GSW now tied 7-7
2013-11-04,False,PHI,1,08:17,True,2,19,205,236,Made 2-pointer from 19 ft,GSW now tied 12-12
2013-11-04,False,PHI,1,05:41,True,2,3,268,40,Made 2-pointer from 3 ft,GSW now leads 21-12
2013-11-04,False,PHI,1,04:08,False,3,23,8,50,Missed 3-pointer from 23 ft,GSW leads 28-14
2013-11-04,False,PHI,2,07:35,False,3,24,3,31,Missed 3-pointer from 24 ft,GSW leads 43-33
2013-11-04,False,PHI,2,06:48,False,3,26,276,310,Missed 3-pointer from 26 ft,GSW leads 43-35
2013-11-04,False,PHI,2,03:39,False,3,28,128,307,Missed 3-pointer from 28 ft,GSW leads 52-40
2013-11-04,False,PHI,2,02:21,False,3,24,252,294,Missed 3-pointer from 24 ft,GSW leads 57-40
2013-11-04,False,PHI,2,00:53,False,3,26,33,201,Missed 3-pointer from 26 ft,GSW leads 62-42
