"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtsMade","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2019-04-09","GSW","NOP","09:25",21,5,1,2,0.5,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.5,0.496975,0.625,0.625,0,0,0,0,0,28.571428571428573
"2017-10-17","GSW","HOU","29:33",60,22,5,9,0.5555555555555556,3,9,0.3333333333333333,0.3333333333333333,3,4,6,6,3,0.4,0.4,0.6666666666666666,0.5,0.506163888888889,0.5277777777777778,0.55,0,0,0,0,0,33.333333333333336
"2017-10-20","GSW","NOP","35:09",82,28,3,5,0.6,4,11,0.36363636363636365,0.36363636363636365,10,2,4,9,3,0.3333333333333333,0.3333333333333333,0.75,0.6875,0.52390625,0.5625,0.6666666666666666,0,0,0,0,0,23.86363636363636
"2019-03-31","GSW","CHA","27:28",56,25,3,6,0.5,5,8,0.625,0.625,4,0,6,15,0,0,0,1,0.5714285714285714,0.49961428571428573,0.75,0.78125,0,1,0.16666666666666666,0,0,28.33333333333333
"2019-04-02","GSW","DEN","30:14",65,17,1,1,1,5,10,0.5,0.5,0,2,0,9,6,1,1,0.6,0.9090909090909091,0.5219727272727273,0.7727272727272727,0.7727272727272727,0,0,0,0,0,20.833333333333336
"2019-04-04","GSW","LAL","29:29",64,7,2,5,0.4,1,9,0.1111111111111111,0.1111111111111111,0,2,2,3,0,0.5,0.5,1,0.6428571428571429,0.4876,0.25,0.25,0,1,0.2,0,0,21.91780821917808
"2019-04-05","GSW","CLE","36:06",76,40,3,9,0.3333333333333333,9,12,0.75,0.75,7,2,4,24,3,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.5714285714285714,0.5202523809523809,0.7857142857142857,0.8333333333333334,0,0,0,0,0,33.75
"2017-11-11","GSW","PHI","29:54",68,22,2,4,0.5,3,8,0.375,0.375,9,0,4,3,6,0,0,0.3333333333333333,0.6666666666666666,0.5092041666666667,0.5416666666666666,0.6875,0,0,0,0,0,24.657534246575338
"2017-11-16","GSW","BOS","31:04",66,9,1,5,0.2,2,9,0.2222222222222222,0.2222222222222222,1,2,0,3,3,1,1,0.5,0.6428571428571429,0.5128785714285714,0.2857142857142857,0.3,0,0,0,0,0,26.027397260273972
"2017-10-21","GSW","MEM","30:05",64,37,3,6,0.5,6,11,0.5454545454545454,0.5454545454545454,13,0,6,0,18,0,0,0,0.6470588235294118,0.5796794117647058,0.7058823529411765,0.8043478260869565,0,0,0,0,0,35.714285714285715
"2017-10-23","GSW","DAL","31:09",67,29,5,5,1,2,10,0.2,0.2,13,6,4,6,0,0.6,0.6,1,0.6666666666666666,0.5067133333333333,0.5333333333333333,0.6904761904761905,0,0,0,0,0,34.666666666666664
"2017-10-25","GSW","TOR","37:31",80,30,5,9,0.5555555555555556,4,11,0.36363636363636365,0.36363636363636365,8,2,8,12,0,0.2,0.2,1,0.55,0.5225925,0.55,0.625,0,0,0,0,0,30.588235294117645
"2017-10-27","GSW","WAS","36:12",81,20,4,6,0.6666666666666666,3,13,0.23076923076923078,0.23076923076923078,3,4,4,6,3,0.5,0.5,0.6666666666666666,0.6842105263157895,0.5234868421052631,0.4473684210526316,0.5,0,0,0,0,0,23.913043478260867
"2017-10-29","GSW","DET","35:27",71,27,8,10,0.8,3,7,0.42857142857142855,0.42857142857142855,2,14,2,6,3,0.875,0.875,0.6666666666666666,0.4117647058823529,0.5487088235294117,0.7352941176470589,0.75,0,0,0,0,0,27.500000000000004
"2017-10-30","GSW","LAC","29:54",63,31,2,3,0.6666666666666666,7,11,0.6363636363636364,0.6363636363636364,6,0,4,18,3,0,0,0.8571428571428571,0.7857142857142857,0.5497535714285714,0.8928571428571429,0.8611111111111112,0,0,0,0,0,27.142857142857146
