"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtsMade","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2017-11-02","GSW","SAS","31:51",66,21,4,9,0.4444444444444444,3,4,0.75,0.75,4,2,6,3,6,0.25,0.25,0.3333333333333333,0.3076923076923077,0.5327538461538461,0.6538461538461539,0.65625,0,1,0.1111111111111111,0,0,22.535211267605632
"2017-11-04","GSW","DEN","29:39",65,22,2,4,0.5,5,10,0.5,0.5,3,2,2,9,6,0.5,0.5,0.6,0.7142857142857143,0.5325785714285715,0.6785714285714286,0.7333333333333333,0,0,0,0,0,25
"2017-11-06","GSW","MIA","33:53",73,16,3,10,0.3,2,9,0.2222222222222222,0.2222222222222222,4,0,6,3,3,0,0,0.5,0.47368421052631576,0.4868763157894737,0.3157894736842105,0.36363636363636365,0,3,0.3,1,0.1111111111111111,25.88235294117647
"2017-11-08","GSW","MIN","29:48",70,22,5,9,0.5555555555555556,2,7,0.2857142857142857,0.2857142857142857,6,4,6,6,0,0.4,0.4,1,0.4375,0.4893875,0.5,0.5789473684210527,0,0,0,0,0,32.87671232876712
"2017-11-19","GSW","BKN","32:40",76,39,10,14,0.7142857142857143,4,10,0.4,0.4,7,6,14,3,9,0.3,0.3,0.25,0.4166666666666667,0.5154333333333333,0.6666666666666666,0.6964285714285714,0,0,0,0,0,42.16867469879518
"2017-11-22","GSW","OKC","30:49",70,24,6,10,0.6,3,8,0.375,0.375,3,2,10,9,0,0.16666666666666666,0.2,1,0.4444444444444444,0.5659944444444445,0.5833333333333334,0.631578947368421,2,0,0,1,0.125,33.33333333333333
"2017-11-24","GSW","CHI","26:52",59,33,6,7,0.8571428571428571,4,11,0.36363636363636365,0.36363636363636365,9,6,6,9,3,0.5,0.5,0.75,0.6111111111111112,0.5619583333333333,0.6666666666666666,0.75,0,0,0,0,0,36.507936507936506
"2017-11-25","GSW","NOP","36:28",77,27,6,12,0.5,3,13,0.23076923076923078,0.23076923076923078,6,6,6,3,6,0.5,0.5,0.3333333333333333,0.52,0.5140791666666666,0.42,0.46551724137931033,0,1,0.08333333333333333,0,0,32.18390804597701
"2013-10-30","GSW","LAL","23:56",52,10,2,5,0.4,2,5,0.4,0.4,0,0,4,3,3,0,0,0.5,0.5,0.46979,0.5,0.5,0,0,0,0,0,19.298245614035086
"2017-11-29","GSW","LAL","39:24",85,28,6,11,0.5454545454545454,3,9,0.3333333333333333,0.3333333333333333,7,6,6,9,0,0.5,0.5,1,0.45,0.47969999999999996,0.525,0.5833333333333334,0,0,0,0,0,29.896907216494846
"2013-10-31","GSW","LAC","38:29",83,38,5,9,0.5555555555555556,9,14,0.6428571428571429,0.6428571428571429,1,4,6,12,15,0.4,0.4,0.4444444444444444,0.6086956521739131,0.4999130434782608,0.8043478260869565,0.8260869565217391,0,0,0,0,0,37.77777777777777
"2017-12-01","GSW","ORL","33:03",73,23,6,12,0.5,3,8,0.375,0.375,2,6,6,6,3,0.5,0.5,0.6666666666666666,0.4,0.47474999999999995,0.525,0.5476190476190477,0,1,0.08333333333333333,0,0,31.645569620253163
"2017-12-03","GSW","MIA","30:19",59,30,6,7,0.8571428571428571,5,9,0.5555555555555556,0.5555555555555556,3,6,6,12,3,0.5,0.5,0.8,0.5625,0.564475,0.84375,0.8823529411764706,0,0,0,0,0,26.5625
"2017-12-04","GSW","NOP","34:28",79,31,4,8,0.5,5,11,0.45454545454545453,0.45454545454545453,8,6,2,9,6,0.75,0.75,0.6,0.5789473684210527,0.5160657894736842,0.6052631578947368,0.6739130434782609,0,0,0,0,0,28.235294117647054
"2013-11-02","GSW","SAC","32:30",63,22,3,5,0.6,5,8,0.625,0.625,1,6,0,6,9,1,1,0.4,0.6153846153846154,0.52075,0.8076923076923077,0.8461538461538461,0,0,0,0,0,30.3030303030303
"2017-11-18","GSW","PHI","34:39",74,35,7,13,0.5384615384615384,4,9,0.4444444444444444,0.4444444444444444,9,4,10,3,9,0.2857142857142857,0.2857142857142857,0.25,0.4090909090909091,0.4423068181818182,0.5909090909090909,0.6481481481481481,0,0,0,0,0,32.53012048192771
"2018-01-06","GSW","LAC","29:51",66,45,3,5,0.6,8,16,0.5,0.5,15,4,2,12,12,0.6666666666666666,0.6666666666666666,0.5,0.7619047619047619,0.5515166666666667,0.7142857142857143,0.8035714285714286,0,1,0.2,0,0,37.03703703703704
"2013-11-09","GSW","MEM","34:22",71,22,3,8,0.375,4,10,0.4,0.4444444444444444,4,0,6,9,3,0,0,0.75,0.5555555555555556,0.4732323529411765,0.5,0.55,0,1,0.125,0,0,28.205128205128204
"2013-11-04","GSW","PHI","29:13",70,18,5,7,0.7142857142857143,2,9,0.2222222222222222,0.2222222222222222,2,0,10,6,0,0,0,1,0.5625,0.560003125,0.5,0.5294117647058824,0,0,0,0,0,22.78481012658228
"2010-02-25","GSW","DEN","41:40",87,30,9,14,0.6428571428571429,2,5,0.4,0.4,6,6,12,3,3,0.3333333333333333,0.3333333333333333,0.5,0.2631578947368421,0.46884999999999993,0.631578947368421,0.6818181818181818,0,0,0,0,0,22.77227722772277
"2013-11-06","GSW","MIN","24:11",55,5,2,5,0.4,0,3,0,0,1,2,2,0,0,0.5,0.5,0,0.375,0.534175,0.25,0.2777777777777778,0,0,0,0,0,17.241379310344826
"2010-02-27","GSW","DET","48:00",101,27,8,19,0.42105263157894735,3,6,0.5,0.6,2,8,8,6,3,0.5,0.5714285714285714,0.6666666666666666,0.24,0.5139625,0.5,0.5192307692307693,2,1,0.05263157894736842,0,0,27.433628318584073
"2017-12-30","GSW","MEM","25:36",52,38,3,4,0.75,10,13,0.7692307692307693,0.7692307692307693,2,2,4,24,6,0.3333333333333333,0.3333333333333333,0.8,0.7647058823529411,0.539520588235294,1.0588235294117647,1.0555555555555556,0,0,0,0,0,33.33333333333333
"2010-03-02","GSW","MIA","43:27",88,18,4,9,0.4444444444444444,3,8,0.375,0.375,1,2,6,6,3,0.25,0.25,0.6666666666666666,0.47058823529411764,0.5133117647058824,0.5,0.5,0,1,0.1111111111111111,0,0,21.27659574468085
"2018-01-03","GSW","DAL","34:29",77,32,5,6,0.8333333333333334,6,13,0.46153846153846156,0.46153846153846156,4,4,6,6,12,0.4,0.4,0.3333333333333333,0.6842105263157895,0.5457947368421053,0.7368421052631579,0.7272727272727273,0,0,0,0,0,30
"2018-01-04","GSW","HOU","36:52",80,29,6,10,0.6,4,10,0.4,0.4,5,6,6,9,3,0.5,0.5,0.75,0.5,0.52256,0.6,0.6304347826086957,0,0,0,0,0,29.069767441860463
"2013-11-14","GSW","OKC","43:06",85,22,4,14,0.2857142857142857,4,8,0.5,0.5,2,0,8,6,6,0,0,0.5,0.36363636363636365,0.45665227272727277,0.45454545454545453,0.4583333333333333,0,0,0,0,0,26.315789473684212
"2018-01-15","GSW","CLE","33:24",76,23,4,7,0.5714285714285714,4,8,0.5,0.5,3,6,2,6,6,0.75,0.75,0.5,0.5333333333333333,0.5323966666666666,0.6666666666666666,0.6764705882352942,0,2,0.2857142857142857,0,0,23.529411764705884
"2018-01-17","GSW","CHI","34:55",77,30,4,7,0.5714285714285714,6,11,0.5454545454545454,0.6,4,0,8,15,3,0,0,0.8333333333333334,0.6111111111111112,0.5177970588235294,0.7222222222222222,0.75,0,1,0.14285714285714285,0,0,32.098765432098766
"2018-01-20","GSW","HOU","36:11",78,19,1,5,0.2,5,15,0.3333333333333333,0.35714285714285715,2,0,2,9,6,0,0,0.6,0.75,0.5698105263157894,0.425,0.4318181818181818,0,1,0.2,1,0.06666666666666667,32.14285714285714
"2013-11-16","GSW","UTA","38:30",70,15,7,15,0.4666666666666667,0,5,0,0,1,2,12,0,0,0.14285714285714285,0.14285714285714285,0,0.25,0.4574925,0.35,0.35714285714285715,0,1,0.06666666666666667,0,0,25.925925925925924
"2018-01-23","GSW","NYK","33:16",69,32,1,4,0.25,8,15,0.5333333333333333,0.5333333333333333,6,2,0,15,9,1,1,0.625,0.7894736842105263,0.5275315789473684,0.6842105263157895,0.7272727272727273,0,0,0,0,0,30.555555555555554
"2013-11-18","GSW","UTA","33:15",65,22,3,8,0.375,4,7,0.5714285714285714,0.5714285714285714,4,0,6,6,6,0,0,0.5,0.4666666666666667,0.51346,0.6,0.6470588235294118,0,0,0,0,0,29.333333333333332
"2018-01-25","GSW","MIN","37:26",79,25,4,5,0.8,5,9,0.5555555555555556,0.5555555555555556,2,2,6,12,3,0.25,0.25,0.8,0.6428571428571429,0.5321107142857143,0.8214285714285714,0.8333333333333334,0,0,0,0,0,19.10112359550562
"2018-01-08","GSW","DEN","34:51",73,32,4,7,0.5714285714285714,5,10,0.5,0.5,9,2,6,9,6,0.25,0.25,0.6,0.5882352941176471,0.5316470588235295,0.6764705882352942,0.7619047619047619,0,0,0,0,0,32.926829268292686
"2013-11-12","GSW","DET","29:00",57,25,5,6,0.8333333333333334,2,4,0.5,0.5,9,2,8,3,3,0.2,0.2,0.5,0.4,0.52263,0.8,0.8928571428571429,0,0,0,0,0,25.396825396825392
"2018-01-13","GSW","TOR","34:28",72,24,4,5,0.8,2,7,0.2857142857142857,0.2857142857142857,10,4,4,3,3,0.5,0.5,0.5,0.5833333333333334,0.52035,0.5833333333333334,0.6666666666666666,0,0,0,0,0,26.38888888888889
"2013-11-29","GSW","OKC","44:43",93,32,9,16,0.5625,4,10,0.4,0.4,2,0,18,6,6,0,0,0.5,0.38461538461538464,0.4683615384615385,0.5769230769230769,0.5714285714285714,2,1,0.0625,0,0,27.619047619047617
"2018-02-02","GSW","SAC","35:35",79,23,4,7,0.5714285714285714,3,10,0.3,0.3,6,4,4,6,3,0.5,0.5,0.6666666666666666,0.5882352941176471,0.5111441176470589,0.5,0.575,0,2,0.2857142857142857,0,0,30.23255813953488
"2018-02-03","GSW","DEN","35:37",74,24,3,4,0.75,5,12,0.4166666666666667,0.4166666666666667,3,0,6,12,3,0,0,0.8,0.75,0.5080375,0.65625,0.6666666666666666,2,0,0,0,0,27.710843373493976
"2013-12-01","GSW","SAC","40:10",84,36,9,16,0.5625,5,8,0.625,0.625,3,4,14,3,12,0.2222222222222222,0.2222222222222222,0.2,0.3333333333333333,0.44674375,0.6875,0.6923076923076923,0,0,0,0,0,34.78260869565218
"2013-12-03","GSW","TOR","43:25",86,27,5,8,0.625,3,7,0.42857142857142855,0.42857142857142855,8,4,6,3,6,0.4,0.4,0.3333333333333333,0.4666666666666667,0.46986,0.6333333333333333,0.7105263157894737,0,1,0.125,0,0,22.916666666666668
"2018-02-06","GSW","OKC","31:49",71,21,4,5,0.8,2,9,0.2222222222222222,0.25,7,2,6,3,3,0.25,0.25,0.5,0.6428571428571429,0.4958961538461538,0.5,0.6176470588235294,0,1,0.2,0,0,25.974025974025974
"2018-02-08","GSW","DAL","29:41",60,20,3,3,1,4,9,0.4444444444444444,0.4444444444444444,2,4,2,12,0,0.6666666666666666,0.6666666666666666,1,0.75,0.5198333333333334,0.75,0.7692307692307693,0,0,0,0,0,21.91780821917808
"2018-02-10","GSW","SAS","28:52",58,17,4,6,0.6666666666666666,3,7,0.42857142857142855,0.5,0,2,6,6,3,0.25,0.25,0.6666666666666666,0.5384615384615384,0.507725,0.6538461538461539,0.6538461538461539,0,0,0,0,0,22.72727272727273
"2013-11-23","GSW","POR","37:10",80,22,6,12,0.5,2,9,0.2222222222222222,0.2222222222222222,4,0,12,0,6,0,0,0,0.42857142857142855,0.49078809523809525,0.42857142857142855,0.44,0,1,0.08333333333333333,0,0,31.395348837209298
"2018-02-12","GSW","PHX","29:53",65,22,5,8,0.625,3,9,0.3333333333333333,0.42857142857142855,3,6,4,6,3,0.6,0.6,0.6666666666666666,0.5294117647058824,0.5647433333333333,0.5588235294117647,0.5789473684210527,0,1,0.125,0,0,29.999999999999996
"2018-01-27","GSW","BOS","36:48",76,49,8,11,0.7272727272727273,8,13,0.6153846153846154,0.6666666666666666,9,4,12,9,15,0.25,0.25,0.375,0.5416666666666666,0.5110891304347827,0.8333333333333334,0.8448275862068966,0,0,0,0,0,34.883720930232556
"2013-11-26","GSW","NOP","42:05",80,16,5,15,0.3333333333333333,2,5,0.4,0.4,0,2,8,6,0,0.2,0.2,1,0.25,0.46637500000000004,0.4,0.4,0,0,0,0,0,24.444444444444443
"2013-11-27","GSW","DAL","42:24",85,29,3,9,0.3333333333333333,6,10,0.6,0.6,5,0,6,9,9,0,0,0.5,0.5263157894736842,0.5074868421052632,0.631578947368421,0.6590909090909091,0,0,0,0,0,27.551020408163264
"2018-01-30","GSW","UTA","29:38",65,14,3,6,0.5,1,7,0.14285714285714285,0.14285714285714285,5,2,4,0,3,0.3333333333333333,0.3333333333333333,0,0.5384615384615384,0.5704038461538462,0.34615384615384615,0.4375,0,1,0.16666666666666666,0,0,25
"2018-02-14","GSW","POR","34:26",77,17,3,7,0.42857142857142855,3,10,0.3,0.3,2,2,4,6,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5882352941176471,0.5467735294117647,0.4411764705882353,0.4722222222222222,0,0,0,0,0,29.411764705882355
"2013-12-11","GSW","DAL","43:56",86,33,7,14,0.5,6,11,0.5454545454545454,0.5454545454545454,1,4,10,12,6,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.44,0.48011200000000004,0.64,0.66,0,0,0,0,0,33
"2018-02-22","GSW","LAC","37:08",79,44,6,8,0.75,8,11,0.7272727272727273,0.7272727272727273,8,4,8,6,18,0.3333333333333333,0.3333333333333333,0.25,0.5789473684210527,0.5095194444444444,0.9473684210526315,0.9565217391304348,0,0,0,0,0,32.92682926829268
"2013-12-13","GSW","HOU","39:08",80,20,4,7,0.5714285714285714,1,5,0.2,0.2,9,0,8,0,3,0,0,0,0.4166666666666667,0.4535291666666667,0.4583333333333333,0.5882352941176471,0,0,0,0,0,25
"2018-02-24","GSW","OKC","29:49",62,21,3,7,0.42857142857142855,5,12,0.4166666666666667,0.45454545454545453,0,2,4,15,0,0.3333333333333333,0.3333333333333333,1,0.631578947368421,0.5161361111111111,0.5526315789473685,0.5526315789473685,0,1,0.14285714285714285,0,0,29.166666666666668
"2013-12-15","GSW","PHX","42:21",90,30,4,10,0.4,4,7,0.5714285714285714,0.5714285714285714,10,2,6,6,6,0.25,0.25,0.5,0.4117647058823529,0.47983235294117643,0.5882352941176471,0.6818181818181818,0,1,0.1,0,0,28.282828282828284
"2018-02-26","GSW","NYK","30:18",64,21,4,7,0.5714285714285714,4,9,0.4444444444444444,0.4444444444444444,1,6,2,6,6,0.75,0.75,0.5,0.5625,0.521075,0.625,0.65625,0,1,0.14285714285714285,0,0,27.53623188405797
"2013-12-17","GSW","NOP","32:40",65,28,9,12,0.75,2,7,0.2857142857142857,0.2857142857142857,4,6,12,0,6,0.3333333333333333,0.3333333333333333,0,0.3684210526315789,0.5004552631578947,0.631578947368421,0.6666666666666666,0,0,0,0,0,31.16883116883117
"2018-02-28","GSW","WAS","35:08",74,25,1,6,0.16666666666666666,4,9,0.4444444444444444,0.4444444444444444,11,0,2,6,6,0,0,0.5,0.6,0.51186,0.4666666666666667,0.5681818181818182,0,0,0,0,0,33.76623376623377
"2013-12-19","GSW","SAS","40:23",87,30,6,12,0.5,6,16,0.375,0.375,0,2,10,9,9,0.16666666666666666,0.16666666666666666,0.5,0.5714285714285714,0.45999107142857143,0.5357142857142857,0.5357142857142857,0,1,0.08333333333333333,0,0,33.333333333333336
"2018-03-02","GSW","ATL","23:30",48,28,4,6,0.6666666666666666,4,9,0.4444444444444444,0.4444444444444444,8,8,0,12,0,1,1,1,0.6,0.5632866666666666,0.6666666666666666,0.7777777777777778,0,0,0,0,0,35.294117647058826
"2013-12-06","GSW","HOU","32:28",72,22,4,9,0.4444444444444444,1,5,0.2,0.2,11,0,8,0,3,0,0,0,0.35714285714285715,0.49303214285714286,0.39285714285714285,0.55,0,0,0,0,0,32.91139240506329
"2013-12-07","GSW","MEM","45:21",81,22,5,9,0.5555555555555556,2,7,0.2857142857142857,0.2857142857142857,6,0,10,3,3,0,0,0.5,0.4375,0.4980125,0.5,0.5789473684210527,0,0,0,0,0,19.387755102040813
"2018-03-06","GSW","BKN","33:56",70,34,6,8,0.75,6,12,0.5,0.5,4,4,8,9,9,0.3333333333333333,0.3333333333333333,0.5,0.6,0.5069775,0.75,0.7727272727272727,0,0,0,0,0,32.89473684210526
"2013-12-09","GSW","CHA","45:40",99,43,9,16,0.5625,5,16,0.3125,0.3333333333333333,10,6,12,9,6,0.3333333333333333,0.3333333333333333,0.6,0.5,0.5015887096774194,0.515625,0.5657894736842105,0,0,0,0,0,37.83783783783784
"2018-03-08","GSW","SAS","02:23",6,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.445,0,0.5,0,0,0,0,0,33.333333333333336
"2013-12-21","GSW","LAL","32:46",71,18,1,6,0.16666666666666666,4,9,0.4444444444444444,0.5,4,0,2,0,12,0,0,0,0.6,0.49536428571428576,0.4666666666666667,0.5294117647058824,0,0,0,0,0,20.224719101123597
"2013-12-23","GSW","DEN","35:14",70,14,3,11,0.2727272727272727,2,3,0.6666666666666666,0.6666666666666666,2,0,6,0,6,0,0,0,0.21428571428571427,0.5085678571428571,0.42857142857142855,0.4117647058823529,0,2,0.18181818181818182,0,0,20.481927710843372
"2013-12-25","GSW","LAC","42:29",85,15,3,11,0.2727272727272727,2,6,0.3333333333333333,0.3333333333333333,3,2,4,0,6,0.3333333333333333,0.3333333333333333,0,0.35294117647058826,0.49810000000000004,0.35294117647058826,0.39473684210526316,0,1,0.09090909090909091,0,0,19.047619047619047
"2013-12-27","GSW","PHX","33:34",69,14,4,11,0.36363636363636365,1,6,0.16666666666666666,0.16666666666666666,3,0,8,0,3,0,0,0,0.35294117647058826,0.4833764705882353,0.3235294117647059,0.3684210526315789,0,1,0.09090909090909091,0,0,32.5
"2010-03-03","GSW","ORL","32:10",64,9,2,10,0.2,1,2,0.5,0.5,2,2,2,3,0,0.5,0.5,1,0.16666666666666666,0.5030583333333333,0.2916666666666667,0.34615384615384615,0,1,0.1,0,0,26.08695652173913
"2013-12-29","GSW","CLE","48:12",96,29,5,13,0.38461538461538464,5,10,0.5,0.5,4,6,4,9,6,0.6,0.6,0.6,0.43478260869565216,0.4834391304347826,0.5434782608695652,0.58,0,1,0.07692307692307693,0,0,28.846153846153847
"2013-12-31","GSW","ORL","29:35",53,9,3,5,0.6,1,5,0.2,0.25,0,2,4,0,3,0.3333333333333333,0.3333333333333333,0,0.5,0.4773777777777778,0.45,0.45,0,0,0,0,0,25.806451612903228
"2014-01-02","GSW","MIA","43:44",93,36,5,7,0.7142857142857143,8,15,0.5333333333333333,0.5333333333333333,2,2,8,12,12,0.2,0.2,0.5,0.6818181818181818,0.5394386363636363,0.7727272727272727,0.75,0,0,0,0,0,26.73267326732673
"2014-01-03","GSW","ATL","34:39",73,22,6,8,0.75,1,7,0.14285714285714285,0.14285714285714285,7,8,4,0,3,0.6666666666666666,0.6666666666666666,0,0.4666666666666667,0.5189433333333333,0.5,0.6111111111111112,0,0,0,0,0,32.53012048192771
"2014-01-05","GSW","WAS","37:38",77,14,4,12,0.3333333333333333,1,5,0.2,0.2,3,2,6,3,0,0.25,0.25,1,0.29411764705882354,0.5006617647058824,0.3235294117647059,0.3684210526315789,0,0,0,2,0.4,23.809523809523807
"2014-01-07","GSW","MIL","36:14",68,15,3,7,0.42857142857142855,2,11,0.18181818181818182,0.18181818181818182,3,0,6,3,3,0,0,0.5,0.6111111111111112,0.5480294117647059,0.3333333333333333,0.39473684210526316,0,0,0,0,0,32.098765432098766
"2014-01-08","GSW","BKN","45:28",92,34,9,15,0.6,2,10,0.2,0.2222222222222222,10,0,18,3,3,0,0,0.5,0.4,0.4631395833333333,0.48,0.5862068965517241,0,1,0.06666666666666667,0,0,36
"2014-01-10","GSW","BOS","40:08",81,19,4,10,0.4,3,8,0.375,0.375,2,4,4,3,6,0.5,0.5,0.3333333333333333,0.4444444444444444,0.510738888888889,0.4722222222222222,0.5,0,1,0.1,0,0,23.958333333333332
"2010-03-08","GSW","NOP","33:59",72,12,3,9,0.3333333333333333,2,4,0.5,0.6666666666666666,0,0,6,3,3,0,0,0.5,0.3076923076923077,0.4373416666666667,0.46153846153846156,0.46153846153846156,0,0,0,0,0,22.36842105263158
"2014-01-15","GSW","DEN","39:41",87,24,3,6,0.5,4,13,0.3076923076923077,0.3076923076923077,6,2,4,3,9,0.3333333333333333,0.3333333333333333,0.25,0.6842105263157895,0.4876552631578947,0.47368421052631576,0.5454545454545454,0,1,0.16666666666666666,0,0,24.489795918367346
"2014-01-17","GSW","OKC","37:57",79,37,5,8,0.625,6,10,0.6,0.6,9,0,10,9,9,0,0,0.5,0.5555555555555556,0.5325027777777778,0.7777777777777778,0.8043478260869565,0,0,0,0,0,32.22222222222222
"2010-03-11","GSW","POR","33:03",64,15,4,8,0.5,2,7,0.2857142857142857,0.2857142857142857,1,4,4,3,3,0.5,0.5,0.5,0.4666666666666667,0.48238333333333333,0.4666666666666667,0.46875,0,1,0.125,0,0,26.760563380281692
"2014-01-18","GSW","NOP","37:49",73,28,8,13,0.6153846153846154,2,9,0.2222222222222222,0.2222222222222222,6,2,14,0,6,0.125,0.125,0,0.4090909090909091,0.5456863636363637,0.5,0.56,0,0,0,0,0,30.48780487804878
"2014-01-20","GSW","IND","41:28",82,24,6,9,0.6666666666666666,3,11,0.2727272727272727,0.2727272727272727,3,2,10,6,3,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.55,0.48627000000000004,0.525,0.5454545454545454,0,0,0,0,0,25.26315789473684
"2010-03-13","GSW","TOR","42:21",86,35,8,13,0.6153846153846154,5,8,0.625,0.625,4,0,16,12,3,0,0,0.8,0.38095238095238093,0.5026190476190476,0.7380952380952381,0.7608695652173914,0,0,0,0,0,25
"2018-03-23","GSW","ATL","25:22",52,29,7,10,0.7,3,8,0.375,0.375,6,8,6,6,3,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4695138888888889,0.6388888888888888,0.725,2,0,0,0,0,36.206896551724135
"2014-01-24","GSW","MIN","36:53",78,33,6,11,0.5454545454545454,6,10,0.6,0.6,3,2,10,6,12,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.47619047619047616,0.5107714285714285,0.7142857142857143,0.75,0,0,0,0,0,32.14285714285714
"2014-01-26","GSW","POR","34:39",76,38,8,15,0.5333333333333333,5,8,0.625,0.625,7,8,8,6,9,0.5,0.5,0.4,0.34782608695652173,0.5187847826086956,0.6739130434782609,0.6785714285714286,0,1,0.06666666666666667,0,0,36.58536585365854
"2010-03-05","GSW","ATL","48:00",93,31,6,10,0.6,5,9,0.5555555555555556,0.5555555555555556,4,2,10,12,3,0.16666666666666666,0.2,0.8,0.47368421052631576,0.536578947368421,0.7105263157894737,0.7380952380952381,2,1,0.1,0,0,24.77064220183486
"2010-03-06","GSW","CHA","48:00",93,25,4,15,0.26666666666666666,4,8,0.5,0.5,5,2,6,12,0,0.25,0.25,1,0.34782608695652173,0.5018891304347826,0.43478260869565216,0.4807692307692308,0,2,0.13333333333333333,1,0.125,26.41509433962264
"2014-01-28","GSW","WAS","37:43",85,23,6,16,0.375,2,7,0.2857142857142857,0.2857142857142857,5,4,8,3,3,0.3333333333333333,0.3333333333333333,0.5,0.30434782608695654,0.4487391304347826,0.391304347826087,0.46,0,1,0.0625,0,0,34.065934065934066
"2014-01-30","GSW","LAC","33:41",64,22,4,6,0.6666666666666666,4,4,1,1,2,2,6,3,9,0.25,0.25,0.25,0.4,0.49175,1,1,0,0,0,0,0,18.666666666666668
"2014-02-04","GSW","CHA","38:13",74,17,7,11,0.6363636363636364,1,7,0.14285714285714285,0.14285714285714285,0,4,10,3,0,0.2857142857142857,0.2857142857142857,1,0.3888888888888889,0.4650027777777778,0.4722222222222222,0.4722222222222222,0,0,0,0,0,21.978021978021978
"2014-02-06","GSW","CHI","42:46",79,34,9,13,0.6923076923076923,4,6,0.6666666666666666,0.6666666666666666,4,4,14,6,6,0.2222222222222222,0.2222222222222222,0.5,0.3157894736842105,0.4734131578947368,0.7894736842105263,0.8095238095238095,0,1,0.07692307692307693,0,0,26.436781609195403
"2014-02-08","GSW","PHX","41:10",77,28,7,10,0.7,3,10,0.3,0.3,5,0,14,3,6,0,0,0.3333333333333333,0.5,0.514335,0.575,0.6086956521739131,0,0,0,0,0,25.84269662921348
"2014-02-10","GSW","PHI","27:18",59,23,1,2,0.5,6,9,0.6666666666666666,0.6666666666666666,3,0,2,12,6,0,0,0.6666666666666666,0.8181818181818182,0.5495045454545454,0.9090909090909091,0.9583333333333334,0,0,0,0,0,28.787878787878793
"2014-02-12","GSW","MIA","39:13",77,29,4,10,0.4,4,4,1,1,9,0,8,3,9,0,0,0.25,0.2857142857142857,0.5162285714285714,0.7142857142857143,0.8055555555555556,0,1,0.1,0,0,25.84269662921348
"2010-03-15","GSW","LAL","33:50",72,29,6,10,0.6,5,9,0.5555555555555556,0.5555555555555556,2,4,8,6,9,0.3333333333333333,0.3333333333333333,0.4,0.47368421052631576,0.5088052631578946,0.7105263157894737,0.725,0,0,0,0,0,26.31578947368421
"2014-02-19","GSW","SAC","35:51",69,13,4,10,0.4,1,4,0.25,0.25,2,0,8,3,0,0,0,1,0.2857142857142857,0.4635535714285714,0.39285714285714285,0.40625,0,1,0.1,0,0,19.48051948051948
"2014-02-20","GSW","HOU","38:27",75,25,3,7,0.42857142857142855,5,8,0.625,0.625,4,4,2,9,6,0.6666666666666666,0.6666666666666666,0.6,0.5333333333333333,0.48813333333333336,0.7,0.7352941176470589,0,1,0.14285714285714285,0,0,22.093023255813954
"2014-01-31","GSW","UTA","38:07",75,44,6,13,0.46153846153846156,8,13,0.6153846153846154,0.6153846153846154,8,4,8,15,9,0.3333333333333333,0.3333333333333333,0.625,0.5,0.48603269230769236,0.6923076923076923,0.7096774193548387,0,1,0.07692307692307693,0,0,37.2093023255814
"2014-03-07","GSW","ATL","30:03",60,13,4,6,0.6666666666666666,1,4,0.25,0.25,2,0,8,3,0,0,0,1,0.4,0.519815,0.55,0.5909090909090909,0,0,0,0,0,16.176470588235297
"2014-03-09","GSW","PHX","30:16",61,18,6,11,0.5454545454545454,1,5,0.2,0.2,3,0,12,0,3,0,0,0,0.3125,0.487846875,0.46875,0.5294117647058824,0,0,0,0,0,26.086956521739133
"2014-03-11","GSW","DAL","22:17",42,10,3,7,0.42857142857142855,1,5,0.2,0.2,1,0,6,3,0,0,0,1,0.4166666666666667,0.50855,0.375,0.4166666666666667,0,1,0.14285714285714285,0,0,31.914893617021278
"2014-03-12","GSW","LAC","29:18",61,13,3,6,0.5,2,5,0.4,0.4,1,0,6,3,3,0,0,0.5,0.45454545454545453,0.4774409090909091,0.5454545454545454,0.5416666666666666,0,0,0,0,0,23.4375
"2014-03-14","GSW","CLE","36:01",73,27,3,7,0.42857142857142855,5,10,0.5,0.5,6,2,4,9,6,0.3333333333333333,0.3333333333333333,0.6,0.5882352941176471,0.5450970588235294,0.6176470588235294,0.675,0,1,0.14285714285714285,0,0,30.769230769230766
"2014-02-22","GSW","BKN","31:58",62,17,4,9,0.4444444444444444,3,4,0.75,0.75,0,4,4,6,3,0.5,0.5,0.6666666666666666,0.3076923076923077,0.4789,0.6538461538461539,0.6538461538461539,0,0,0,0,0,21.126760563380284
